CandidateCode,UniversityName,UniversityCountry,PreviousQEISessionName,PreviousQEISessionStanding
1723304053,University of Benin School of Medicine,NIGERIA,,
1551986102,McGill University Faculty of Medicine,CANADA,,
1352003461,McGill University Faculty of Medicine,CANADA,,
1037206909,University of Leeds School of Medicine,UNITED KINGDOM,,
1603216795,Universidad de Ciencias Aplicadas y Ambientales Facultad de Ciencias,COLOMBIA,,
1149341233,Jinnah Sindh Medical University,PAKISTAN,MCCQE Part I October 2018,Fail
1060175005,University of Cape Town Faculty of Health Sciences,SOUTH AFRICA,,
1693443689,October 6 University Faculty of Medicine,EGYPT,,
1146500079,University College Cork School of Medicine,IRELAND,MCCQE Part I August 2019,Pass
1508164206,University of Tripoli Faculty of Medicine,LIBYA,,
1792131872,University of Lagos College of Medicine,NIGERIA,MCCQE Part I April 2018,Fail
1402808909,University of Benin School of Medicine,NIGERIA,,
1005920623,Poznan University of Medical Sciences Center for Medical Education i,POLAND,,
1872762502,Chinese University of Hong Kong Faculty of Medicine,HONG KONG,,
2009969019,"University of the West Indies Faculty of Medical Sciences, Jamaica",JAMAICA,MCCQE Part I Spring 2017,Fail
1845456951,Windsor University School of Medicine,SAINT KITTS AND NEVIS,,
1204280439,Alfaisal University College of Medicine,SAUDI ARABIA,,
1781009024,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
1590170541,Donetsk National Medical University Faculty of General Medicine,UKRAINE,MCCQE Part I April 2019,No Standing
1959705748,University of Toronto Faculty of Medicine,CANADA,,
1289065302,McGill University Faculty of Medicine,CANADA,,
1390879071,University of British Columbia Faculty of Medicine,CANADA,,
1727633067,"J.J.M. Medical College, Davangere",INDIA,,
1956468357,Université de Montréal Faculté de Médecine,CANADA,,
1409442587,Kharkiv National Medical University,UKRAINE,,
2007977066,King Abdulaziz University College of Medicine,SAUDI ARABIA,,
1918221763,University of Damascus Faculty of Medicine,SYRIA,,
1790069882,Babol University of Medical Sciences Faculty of Medicine,IRAN,,
1958222952,Université Laval Faculté de Médecine,CANADA,,
1259593999,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1038883745,University of Khartoum Faculty of Medicine,SUDAN,,
1004525119,University of Lagos College of Medicine,NIGERIA,,
1473214814,Trinity College Dublin School of Medicine,IRELAND,,
2006965262,Makerere University School of Medicine,UGANDA,MCCQE Part I July 2019,Fail
1314701696,Rawalpindi Medical University,PAKISTAN,,
1146616107,Shaikh Zayed Bin Sultan Al Nahyan University Faculty of Medicine,AFGHANISTAN,,
200567947,University of Tripoli Faculty of Medicine,LIBYA,,
1546773959,Universitatea de Medicin? ?i Farmacie Carol Davila Facultatea de Med,ROMANIA,,
1329419797,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
1255055220,University of Ottawa Faculty of Medicine,CANADA,,
1066685273,"Vinayaka Mission's Kirupananda Variyar Medical College, Salem",INDIA,,
1880659641,Taif University College of Medicine,SAUDI ARABIA,,
1956962135,Université d'Alger Benyoucef Benkhedda Faculté des Sciences Médicale,ALGERIA,,
1569537739,University of British Columbia Faculty of Medicine,CANADA,,
1454951919,Université d'Alger Benyoucef Benkhedda Faculté des Sciences Médicale,ALGERIA,,
1997364301,Malankara Orthodox Syrian Church Medical College,INDIA,,
1390341946,Université catholique de Louvain Faculté de Médecine et de Médecine,BELGIUM,,
1674712064,American University of Antigua College of Medicine,ANTIGUA AND BARBUDA,,
1590119788,"University of Medicine and Health Sciences, St. Kitts",SAINT KITTS AND NEVIS,MCCQE Part I October 2018,Fail
1584158585,University of Saskatchewan College of Medicine,CANADA,,
1808451938,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1537170357,Shihezi University School of Medicine,CHINA,MCCQE Part I October 2018,Fail
1975006610,Government Medical College Patiala,INDIA,,
1074634824,Aarupadai Veedu Medical College,INDIA,MCCQE Part I April 2019,Fail
1099449576,University of Ottawa Faculty of Medicine,CANADA,,
1865957970,Royal College of Surgeons in Ireland - Medical University of Bahrain,BAHRAIN,,
1438649426,Shahid Beheshti University of Medical Sciences Faculty of Medicine,IRAN,,
2010964383,St. Louis University School of Medicine,PHILIPPINES,MCCQE Part I Fall 2015,Fail
1337969784,Université de Sherbrooke Faculté de Médecine et des Sciences de la S,CANADA,,
1337573544,Walter Sisulu University Faculty of Health Sciences,SOUTH AFRICA,,
1264244254,University of Gharya Faculty of Medicine,LIBYA,,
1162973463,Universidad Autónoma de Guadalajara Facultad de Medicina Guadalajara,MEXICO,,
1926931575,Nishtar Medical University,PAKISTAN,,
1052342103,"Cumming School of Medicine, University of Calgary",CANADA,,
1479996750,University of Dundee School of Medicine,UNITED KINGDOM,,
1051702232,Université Laval Faculté de Médecine,CANADA,,
1099692029,Dhaka Medical College and Hospital,BANGLADESH,MCCQE Part I July 2019,Fail
1994464935,Université de Montréal Faculté de Médecine,CANADA,,
1432602424,Ahmadu Bello University Faculty of Medicine,NIGERIA,,
1644307762,Université d'Alger Benyoucef Benkhedda Faculté des Sciences Médicale,ALGERIA,MCCQE Part I April 2018,Fail
1489073697,Tehran University of Medical Sciences School of Medicine,IRAN,,
1512647544,Université d'Alger Benyoucef Benkhedda Faculté des Sciences Médicale,ALGERIA,,
1601241630,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1145713904,University of Toronto Faculty of Medicine,CANADA,,
1040339639,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
1312546021,Université de Montréal Faculté de Médecine,CANADA,,
1072561433,Tianjin Medical University School of Basic Medical Sciences,CHINA,,
1908571258,Michigan State University College of Osteopathic Medicine,USA,,
1807883415,Imam Abdulrahman Bin Faisal University College of Medicine,SAUDI ARABIA,,
1082390154,American University of Antigua College of Medicine,ANTIGUA AND BARBUDA,,
1077028801,Université de Montréal Faculté de Médecine,CANADA,MCCQE Part I April 2019,Fail
1799408628,"University of Medicine and Health Sciences, St. Kitts",SAINT KITTS AND NEVIS,,
1049325606,American University of the Caribbean School of Medicine,SINT MAARTEN,,
1443780661,Avalon University School of Medicine,CURACAO,,
2011951105,Rajshahi Medical College & Hospital,BANGLADESH,MCCQE Part I July 2019,Fail
1517500095,University of British Columbia Faculty of Medicine,CANADA,,
1045627568,McGill University Faculty of Medicine,CANADA,,
1465756211,Saba University School of Medicine,SABA,MCCQE Part I April 2019,Fail
1143782907,Kashan University of Medical Sciences and Health Services Faculty of,IRAN,,
1943726802,University of British Columbia Faculty of Medicine,CANADA,,
1098208729,"Universidad Tecnológica de Santiago Escuela de Medicina, Santiago Ca",DOMINICAN REPUBLIC,,
1317047148,Université Laval Faculté de Médecine,CANADA,,
1327614178,Université Mohammed V de Rabat Faculté de Médecine et de Pharmacie,MOROCCO,,
1191453882,King Abdulaziz University College of Medicine,SAUDI ARABIA,,
1719569220,University of Toronto Faculty of Medicine,CANADA,,
1503012280,,,,
1603602540,Universidad de Los Andes Facultad de Medicina (Chile),CHILE,,
1871684747,University of Benin School of Medicine,NIGERIA,MCCQE Part I July 2019,Fail
1964151490,"Cumming School of Medicine, University of Calgary",CANADA,,
1284661928,"Cumming School of Medicine, University of Calgary",CANADA,,
1083308314,University of Sharjah College of Medicine,UNITED ARAB EMIRATES,,
2011992993,Minia University Faculty of Medicine,EGYPT,MCCQE Part I Fall 2017,Fail
1095485436,Saint Petersburg Pavlov State Medical University,RUSSIA,,
1949000540,"Universidade Unigranrio Escola de Ciências da Saúde, Unidade Barra d",BRAZIL,,
1320658024,University College Dublin School of Medicine,IRELAND,,
1181049082,United Arab Emirates University College of Medicine and Health Scien,UNITED ARAB EMIRATES,,
1177839453,University of Jordan Faculty of Medicine,JORDAN,MCCQE Part I October 2018,Fail
2012951081,University of Port Harcourt College of Health Sciences,NIGERIA,MCCQE Part I April 2018,Fail
1748913216,Ain Shams University Faculty of Medicine,EGYPT,,
1295794859,University of Toronto Faculty of Medicine,CANADA,,
1174863232,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1199022963,University of Saskatchewan College of Medicine,CANADA,,
1487605618,American University of Integrative Sciences School of Medicine,BARBADOS,,
1699523264,University of Birmingham College of Medical and Dental Sciences,UNITED KINGDOM,,
1547303388,"Schulich School of Medicine and Dentistry, Western University",CANADA,,
1659260595,United Arab Emirates University College of Medicine and Health Scien,UNITED ARAB EMIRATES,,
1981359293,Nishtar Medical University,PAKISTAN,,
1924351223,Université Laval Faculté de Médecine,CANADA,,
1646744810,University of Toronto Faculty of Medicine,CANADA,,
1985012506,Obafemi Awolowo University College of Health Sciences,NIGERIA,,
1632657827,Mazandaran University of Medical Sciences Faculty of Medicine,IRAN,,
1087460941,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1175372710,Kwame Nkrumah University of Science & Technology School of Medical S,GHANA,MCCQE Part I August 2019,Fail
1022779316,Islamic Azad University Mashhad Branch Faculty of Medicine,IRAN,,
1195660524,Army College of Medical Sciences,INDIA,,
1228271777,Université d'Abomey-Calavi Faculté des Sciences de la Santé,BENIN,MCCQE Part I August 2019,Fail
1249123818,King Abdulaziz University College of Medicine,SAUDI ARABIA,,
1394201510,Université de Montréal Faculté de Médecine,CANADA,,
1755148020,United Arab Emirates University College of Medicine and Health Scien,UNITED ARAB EMIRATES,,
1995416550,University of British Columbia Faculty of Medicine,CANADA,,
1466299787,Adesh Institute of Medical Sciences & Research,INDIA,MCCQE Part I July 2019,Fail
1350851984,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1348984532,October 6 University Faculty of Medicine,EGYPT,,
1049212936,"Mahatma Gandhi Institute of Medical Sciences, Wardha",INDIA,,
1579762556,Memorial University of Newfoundland Faculty of Medicine,CANADA,,
1657751514,Tehran University of Medical Sciences School of Medicine,IRAN,,
1648312139,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1951072336,King Abdulaziz University College of Medicine,SAUDI ARABIA,,
1390746278,University of Toronto Faculty of Medicine,CANADA,,
1824256216,Université de Montréal Faculté de Médecine,CANADA,,
1148283036,University of Ottawa Faculty of Medicine,CANADA,,
2010961692,Royal College of Surgeons in Ireland - Medical University of Bahrain,BAHRAIN,MCCQE Part I April 2018,Fail
1949067415,"Obafemi Awolowo College of Health Sciences, Olabisi Onabanjo Univers",NIGERIA,,
1658001218,Saba University School of Medicine,SABA,,
1017184464,Isra University Faculty of Medicine and Allied Medical Sciences,PAKISTAN,,
1135934997,Meharry Medical College School of Medicine,USA,,
1237860817,Université de Sherbrooke Faculté de Médecine et des Sciences de la S,CANADA,,
1920105796,Université Badji Mokhtar d'Annaba Faculté de Médecine,ALGERIA,,
2010986913,Government Medical College Amritsar,INDIA,,
1002293634,Queen's University Faculty of Health Sciences,CANADA,,
1929944763,University of British Columbia Faculty of Medicine,CANADA,,
1166949847,"University of Melbourne Faculty of Medicine, Dentistry & Health Scie",AUSTRALIA,,
1723585046,"?stanbul Üniversitesi, Cerrahpasa T?p Fakültesi",TURKEY,,
1909609284,Ross University School of Medicine,BARBADOS,,
1821331831,"Cumming School of Medicine, University of Calgary",CANADA,,
1468786833,Université Laval Faculté de Médecine,CANADA,,
1168671079,Université Laval Faculté de Médecine,CANADA,,
1186353032,Wayne State University School of Medicine,USA,,
2012953035,American International School of Medicine,GUYANA,MCCQE Part I July 2019,No Standing
2009947502,University Abdou Moumouni de Niamey,NIGER,MCCQE Part I Fall 2017,Fail
1647378231,McGill University Faculty of Medicine,CANADA,,
1327800577,McGill University Faculty of Medicine,CANADA,,
1426450439,Jinnah Sindh Medical University,PAKISTAN,MCCQE Part I April 2019,Fail
1832192824,Royal College of Surgeons in Ireland - Medical University of Bahrain,BAHRAIN,,
1832281982,University of British Columbia Faculty of Medicine,CANADA,,
1486018172,Université de Montréal Faculté de Médecine,CANADA,,
1691573982,University of Queensland Faculty of Medicine,AUSTRALIA,,
1044946464,"Cumming School of Medicine, University of Calgary",CANADA,,
1254402537,Shadan Institute of Medical Sciences Teaching Hospital & Research Ce,INDIA,,
1668400022,Monash School of Medicine,AUSTRALIA,,
1215734492,"King Saud University, Riyadh College of Medicine",SAUDI ARABIA,,
1910988986,Memorial University of Newfoundland Faculty of Medicine,CANADA,,
1679289658,Saint James School of Medicine Anguilla,ANGUILLA,,
1863671720,University of the East/Ramon Magsaysay Memorial Medical Center Colle,PHILIPPINES,,
2008955409,Dr. B.R. Ambedkar Medical College,INDIA,MCCQE Part I Fall 2017,Fail
2007962324,Royal College of Surgeons in Ireland School of Medicine,IRELAND,MCCQE Part I April 2018,Fail
1433693321,Arabian Gulf University College of Medicine and Medical Sciences,BAHRAIN,,
1506159951,Université de Montréal Faculté de Médecine,CANADA,,
2010966741,Regional Institute of Medical Sciences,INDIA,MCCQE Part I October 2018,Fail
1755728154,McGill University Faculty of Medicine,CANADA,,
1951069127,University of Ottawa Faculty of Medicine,CANADA,,
8872443,University of Stellenbosch Faculty of Medicine and Health Sciences,SOUTH AFRICA,,
1705530936,"Cumming School of Medicine, University of Calgary",CANADA,,
1649940352,Isfahan University of Medical Sciences Faculty of Medicine,IRAN,,
1326093950,"University of Medicine and Health Sciences, St. Kitts",SAINT KITTS AND NEVIS,,
1829855929,University of Benin School of Medicine,NIGERIA,,
2005949571,University of the Free State Faculty of Health Sciences,SOUTH AFRICA,,
1712374312,,,,
1666863498,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
1662364363,Medical University of Lodz Faculty of Medicine,POLAND,,
1626830235,Erasmus Universiteit Faculteit der Geneeskunde,NETHERLANDS,,
1228445010,University of British Columbia Faculty of Medicine,CANADA,,
1071611281,University of Toronto Faculty of Medicine,CANADA,,
1711699380,University of Ottawa Faculty of Medicine,CANADA,,
1870312922,Université Laval Faculté de Médecine,CANADA,,
1130041593,Medical College for Women & Hospital,BANGLADESH,,
1888181836,University of Saskatchewan College of Medicine,CANADA,MCCQE Part I April 2019,Fail
1775495268,Université Laval Faculté de Médecine,CANADA,,
1545012509,St. George's University School of Medicine,GRENADA,,
1060927835,Tehran University of Medical Sciences School of Medicine,IRAN,,
1165112344,Université Laval Faculté de Médecine,CANADA,,
1728849025,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1797925922,Universidade de São Paulo Faculdade de Medicina São Paulo (FMSP-USP),BRAZIL,,
1498944281,Khyber Medical College,PAKISTAN,,
1695162930,Chinese University of Hong Kong Faculty of Medicine,HONG KONG,,
1944000834,University of Ottawa Faculty of Medicine,CANADA,,
1739889294,University of British Columbia Faculty of Medicine,CANADA,,
1650311506,Université de Montréal Faculté de Médecine,CANADA,,
1473686393,Université de Montréal Faculté de Médecine,CANADA,,
1696643237,University of Cape Town Faculty of Health Sciences,SOUTH AFRICA,,
1414359050,University of Saskatchewan College of Medicine,CANADA,,
2010970526,University of Sharjah College of Medicine,UNITED ARAB EMIRATES,MCCQE Part I April 2019,Fail
1188103451,Université de Montréal Faculté de Médecine,CANADA,,
1580095981,University of British Columbia Faculty of Medicine,CANADA,,
1747825602,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1559308505,University of Ilorin College of Health Sciences,NIGERIA,MCCQE Part I Spring 2017,Fail
1890612418,Deccan College of Medical Sciences,INDIA,MCCQE Part I October 2018,Fail
1919260576,Bushehr University of Medical Sciences and Health Services,IRAN,,
1594723107,West Visayas State University College of Medicine,PHILIPPINES,,
1475518140,Windsor University School of Medicine,SAINT KITTS AND NEVIS,,
1482891996,United Arab Emirates University College of Medicine and Health Scien,UNITED ARAB EMIRATES,,
1160678891,University of Toronto Faculty of Medicine,CANADA,,
1589269766,Stavropol State Medical University,RUSSIA,,
1049140939,Jinnah Sindh Medical University,PAKISTAN,,
1095123889,Université de Kinshasa Faculté de Médecine,DEMOCRATIC REPUBLIC O,MCCQE Part I April 2019,Fail
1059553805,Mansoura University Faculty of Medicine,EGYPT,,
1067466868,Odessa National Medical University,UKRAINE,,
1255015446,Université de Montréal Faculté de Médecine,CANADA,,
1081864998,NUI Galway School of Medicine,IRELAND,MCCQE Part I August 2019,Fail
1966446236,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1462255859,Universidade de São Paulo Faculdade de Medicina São Paulo (FMSP-USP),BRAZIL,,
2011969915,,,,
2010968062,Topiwala National Medical College,INDIA,,
1149652190,University of British Columbia Faculty of Medicine,CANADA,,
2006960963,University of the Witwatersrand Faculty of Health Sciences,SOUTH AFRICA,MCCQE Part I April 2018,Fail
1951140301,"Schulich School of Medicine and Dentistry, Western University",CANADA,,
1406761697,Stanley Medical College,INDIA,,
1479079426,University of Sharjah College of Medicine,UNITED ARAB EMIRATES,,
1506581542,University of Benin School of Medicine,NIGERIA,MCCQE Part I April 2019,Fail
1682353138,Université Laval Faculté de Médecine,CANADA,,
1419868376,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1760634930,Université de Montréal Faculté de Médecine,CANADA,,
1811956711,Army Medical College,PAKISTAN,,
1215490917,Université de Montréal Faculté de Médecine,CANADA,,
2011948344,Université de Yaoundé I Faculté de Médecine et des Sciences Biomédic,CAMEROON,MCCQE Part I October 2018,Fail
1569567958,University of Ottawa Faculty of Medicine,CANADA,,
1811634895,Saba University School of Medicine,SABA,MCCQE Part I April 2019,Fail
1897235454,Université de Montréal Faculté de Médecine,CANADA,,
1560685652,Kashan University of Medical Sciences and Health Services Faculty of,IRAN,,
1027984267,University of Debrecen Faculty of Medicine,HUNGARY,,
1125368851,"University of the West Indies Faculty of Medical Sciences, Jamaica",JAMAICA,,
1620848446,McGill University Faculty of Medicine,CANADA,,
2010952823,University of Pretoria School of Medicine,SOUTH AFRICA,,
1276437910,Saba University School of Medicine,SABA,,
1978253654,Dalhousie University Faculty of Medicine,CANADA,,
1319999188,University of Stellenbosch Faculty of Medicine and Health Sciences,SOUTH AFRICA,MCCQE Part I April 2019,Fail
1080829114,S.R.M. Medical College Hospital and Research Centre,INDIA,,
1072076481,Ambrose Alli University College of Medicine,NIGERIA,MCCQE Part I August 2019,No Standing
1552024861,Jagiellonian University Medical College,POLAND,,
1797595705,Royal College of Surgeons in Ireland - Medical University of Bahrain,BAHRAIN,MCCQE Part I April 2019,Fail
1321048760,University of Pretoria School of Medicine,SOUTH AFRICA,,
1622732039,University of Ottawa Faculty of Medicine,CANADA,,
1170017274,University of Bahri College of Medicine,SUDAN,MCCQE Part I August 2019,Fail
1144235142,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1081845115,University College Cork School of Medicine,IRELAND,,
1700717252,Ain Shams University Faculty of Medicine,EGYPT,,
1919453502,University of Benghazi Faculty of Medicine,LIBYA,,
2005950088,University of Tripoli Faculty of Medicine,LIBYA,MCCQE Part I October 2018,Fail
1461786739,McGill University Faculty of Medicine,CANADA,MCCQE Part I April 2019,Fail
1263392628,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1764687892,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
200475441,Tianjin Medical University School of Basic Medical Sciences,CHINA,MCCQE Part I Spring 2008,Fail
1017990193,Université d'Abomey-Calavi Faculté des Sciences de la Santé,BENIN,MCCQE Part I August 2019,Fail
1386501002,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1138871264,Isfahan University of Medical Sciences Faculty of Medicine,IRAN,,
1929790300,St. George's University School of Medicine,GRENADA,,
1351207329,St. George's University School of Medicine,GRENADA,,
1570177880,Université Laval Faculté de Médecine,CANADA,,
1166982757,"Frontier Medical & Dental College, Abbottabad",PAKISTAN,,
1374104477,Jawaharlal Institute of Post-Graduate Medical Education and Research,INDIA,,
1815548926,Université Badji Mokhtar d'Annaba Faculté de Médecine,ALGERIA,,
2008959499,Medical University 'Prof. Dr. Paraskev Stoyanov' Varna Faculty of Me,BULGARIA,MCCQE Part I April 2018,Fail
2010948220,Umm Al-Qura University Faculty of Medicine,SAUDI ARABIA,MCCQE Part I April 2019,Fail
1303101134,University of Damascus Faculty of Medicine,SYRIA,,
1550021093,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1041622110,"Cumming School of Medicine, University of Calgary",CANADA,,
1898406171,Sultan Qaboos University College of Medicine,OMAN,,
1713028423,University of Port Harcourt College of Health Sciences,NIGERIA,MCCQE Part I July 2019,Fail
1625455191,Université de Montréal Faculté de Médecine,CANADA,,
1715537799,Qazvin University of Medical Sciences Shahid Babaei Faculty of Medic,IRAN,,
2011953573,De La Salle Medical and Health Sciences Institute College of Medicin,PHILIPPINES,MCCQE Part I April 2018,Fail
1617300709,Kuwait University Faculty of Medicine,KUWAIT,,
1457412864,Universidad Nacional Autónoma de Honduras Facultad de Ciencias Médic,HONDURAS,,
1590782593,United Arab Emirates University College of Medicine and Health Scien,UNITED ARAB EMIRATES,,
1263433565,"1. Léka?ská Fakulta, Univerzity Karlovy",CZECH REPUBLIC,,
1087568678,University of Gezira Faculty of Medicine,SUDAN,,
2010967187,University of Zawia Faculty of Medicine,LIBYA,,
1473992639,Université d'Oran 1 Ahmed Ben Bella Faculté de Médecine,ALGERIA,MCCQE Part I October 2018,Fail
2011966657,Sir Salimullah Medical College,BANGLADESH,MCCQE Part I October 2018,Fail
2006970647,St. Matthew's University School of Medicine (Grand Cayman),CAYMAN ISLANDS,,
1710139476,Semnan University of Medical Sciences Faculty of Medicine,IRAN,MCCQE Part I August 2019,Fail
1177031259,Islamic Azad University Tabriz Branch Faculty of Medicine,IRAN,,
1797223064,Université de Montréal Faculté de Médecine,CANADA,,
1629503887,University of Toronto Faculty of Medicine,CANADA,,
1647515040,University of British Columbia Faculty of Medicine,CANADA,,
1604123134,"Jawaharlal Nehru Medical College, Aligarh",INDIA,MCCQE Part I July 2019,Fail
1835357689,Université d'Etat d'Haïti Faculté de Médecine et de Pharmacie,HAITI,,
1180496283,Central Park Medical College,PAKISTAN,,
1221252255,Lagos State University College of Medicine,NIGERIA,MCCQE Part I July 2019,Fail
1866680059,Quaid-e-Azam Medical College,PAKISTAN,MCCQE Part I Spring 2017,Fail
1851959195,King's College London GKT School of Medicine,UNITED KINGDOM,,
1878966184,University of Benin School of Medicine,NIGERIA,,
1012563636,Government Medical College Amritsar,INDIA,,
1492146335,Saba University School of Medicine,SABA,MCCQE Part I July 2019,Fail
1353334847,Rawalpindi Medical University,PAKISTAN,,
1307713766,University of British Columbia Faculty of Medicine,CANADA,,
1470373207,Jinnah Sindh Medical University,PAKISTAN,,
1109113579,Université de Sherbrooke Faculté de Médecine et des Sciences de la S,CANADA,,
2011966922,Faculté de Médecine de Tunis,TUNISIA,,
1540222074,North-Western State Medical University I. I. Mechnikov,RUSSIA,,
1258904926,University of Saskatchewan College of Medicine,CANADA,,
1513660282,Université Laval Faculté de Médecine,CANADA,,
2009946512,Université Mohammed V de Rabat Faculté de Médecine et de Pharmacie,MOROCCO,MCCQE Part I Fall 2014,Fail
1811087303,University of Jordan Faculty of Medicine,JORDAN,,
1071236286,Peking University Health Science Center,CHINA,,
1004201051,Dayanand Medical College,INDIA,MCCQE Part I April 2018,Fail
1421074203,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1360526042,University of Pretoria School of Medicine,SOUTH AFRICA,,
1432898623,Université Ferhat Abbas de Sétif (UFAS) Faculté de Médecine,ALGERIA,MCCQE Part I July 2019,Fail
1058436544,Islamic Azad University Tehran Faculty of Medicine,IRAN,MCCQE Part I April 2018,Fail
1840858772,Kerman University of Medical Sciences Faculty of Medicine,IRAN,,
1081174004,Kansas City University of Medicine & Biosciences College of Osteopat,USA,,
1404244821,University of Limerick Graduate Entry Medical School,IRELAND,,
1345209604,University of Stellenbosch Faculty of Medicine and Health Sciences,SOUTH AFRICA,,
1390900610,University of Benin School of Medicine,NIGERIA,MCCQE Part I July 2019,Fail
1893227825,"Cumming School of Medicine, University of Calgary",CANADA,,
1969110122,Sefako Makgatho Health Science University,SOUTH AFRICA,,
1769868999,Université de Lubumbashi Faculté de Médecine,DEMOCRATIC REPUBLIC O,MCCQE Part I October 2018,Fail
1916137879,Government Medical College Patiala,INDIA,MCCQE Part I April 2019,Fail
1490028965,University of Nigeria Faculty of Medicine,NIGERIA,MCCQE Part I April 2019,Fail
1974668557,University of Sharjah College of Medicine,UNITED ARAB EMIRATES,,
1157930430,University of Gezira Faculty of Medicine,SUDAN,,
1972535867,Ross University School of Medicine,DOMINICA,,
1608088984,"Universitatea de Medicin?, Farmacie, ?tiin?? ?i Tehnologie din Târgu",ROMANIA,,
1955304472,Perm State Medical University named after Academician E. A. Wagner,RUSSIA,,
1130605893,University of Jos Faculty of Medical Sciences,NIGERIA,,
1337009378,"University of Medicine and Health Sciences, St. Kitts",SAINT KITTS AND NEVIS,,
1955541758,Universitatea de Medicin? ?i Farmacie Iuliu Ha?ieganu Facultatea de,ROMANIA,,
1249258154,Université de Montréal Faculté de Médecine,CANADA,,
1605327452,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1806437975,Université de Montréal Faculté de Médecine,CANADA,,
2010988349,"University of Glasgow School of Medicine, Dentistry and Nursing",UNITED KINGDOM,MCCQE Part I Spring 2016,Fail
1464553565,Xi'an Jiaotong University College of Medicine,CHINA,,
1092790028,Universitatea din Oradea Facultatea de Medicin? ?i Farmacie,ROMANIA,,
1792534356,University of Belgrade Faculty of Medicine,SERBIA,,
2010972071,Jinnah Sindh Medical University,PAKISTAN,,
1992737106,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1010368693,"National Medical College, Birgunj",NEPAL,,
1560557794,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1180122879,Ain Shams University Faculty of Medicine,EGYPT,,
1977056431,Université de Montréal Faculté de Médecine,CANADA,,
1524220060,University of Limerick Graduate Entry Medical School,IRELAND,,
1533545842,Arabian Gulf University College of Medicine and Medical Sciences,BAHRAIN,,
1115538003,Université de Montréal Faculté de Médecine,CANADA,,
1294124448,Tehran University of Medical Sciences School of Medicine,IRAN,,
1727140370,Jinnah Sindh Medical University,PAKISTAN,,
2011984594,Université de Kinshasa Faculté de Médecine,DEMOCRATIC REPUBLIC O,MCCQE Part I July 2019,Fail
1332618602,"Cumming School of Medicine, University of Calgary",CANADA,,
1331023687,Université de Montréal Faculté de Médecine,CANADA,,
1025689610,Our Lady of Fatima University College of Medicine,PHILIPPINES,,
1381649144,Adesh Institute of Medical Sciences & Research,INDIA,,
1395564790,Windsor University School of Medicine,SAINT KITTS AND NEVIS,,
1361716311,"Max Rady College of Medicine, University of Manitoba",CANADA,,
1108209857,University of Queensland Faculty of Medicine,AUSTRALIA,,
1351910484,"Obafemi Awolowo College of Health Sciences, Olabisi Onabanjo Univers",NIGERIA,,
1414196303,Erasmus Universiteit Faculteit der Geneeskunde,NETHERLANDS,,
1950540212,Nnamdi Azikiwe University College of Health Sciences,NIGERIA,,
1906441571,Barts and the London School of Medicine and Dentistry,UNITED KINGDOM,,
1325903961,Royal College of Surgeons in Ireland - Medical University of Bahrain,BAHRAIN,,
1461725418,,,MCCQE Part I April 2018,Fail
1017976571,Dalhousie University Faculty of Medicine,CANADA,,
1940632985,Jordan University of Science and Technology Faculty of Medicine,JORDAN,,
1009118770,Southeast University Medical College,CHINA,,
1631080404,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1820957395,Saint James School of Medicine Anguilla,ANGUILLA,,
1410567951,University of Benin School of Medicine,NIGERIA,,
1905746664,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1001685592,University of British Columbia Faculty of Medicine,CANADA,,
1908615430,University College Cork School of Medicine,IRELAND,,
2010965767,Universidad Central del Este (UCE) Facultad de Medicina,DOMINICAN REPUBLIC,MCCQE Part I Fall 2017,Fail
1198986703,University of Toronto Faculty of Medicine,CANADA,,
1661172088,University of Calabar College of Medical Sciences,NIGERIA,,
1086784696,University of Ottawa Faculty of Medicine,CANADA,,
1881959626,Michigan State University College of Osteopathic Medicine,USA,,
1270862417,University of British Columbia Faculty of Medicine,CANADA,,
